Município;Data da Ocorrência;Número da Ocorrência;Desastre;IDHM;Receita Corrente Líquida;PIB;População;Prefeito;Pessoas Afetadas;Prejuízo Público;Prejuízo Privado;Recebeu Ajuda?;Material;Quantidade;Data da Solicitação;Data do Envio
Faxinal;08/04/2020 08:00;254/2021;Doenças infecciosas virais;0,687;R$ 53.473.011,35;R$ 471.622,48;16.389;Ylson Alvaro Cantagallo;10.167;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;17/05/2021 16:36;03/12/2021 09:00
Manoel Ribas;07/04/2020 16:30;124/2020;Doenças infecciosas virais;0,716;R$ 46.837.921,78;R$ 459.884,73;14.240;José Carlos da Silva Corona;5;R$ 1.084.829,95;R$ 0,00;Sim;Cesta Básica;200;09/06/2020 09:32;18/06/2020 10:00
Manoel Ribas;07/04/2020 16:30;124/2020;Doenças infecciosas virais;0,716;R$ 46.837.921,78;R$ 459.884,73;14.240;José Carlos da Silva Corona;5;R$ 1.084.829,95;R$ 0,00;Sim;Cesta Básica;300;12/02/2021 08:11;23/02/2021 09:00
Manoel Ribas;07/04/2020 16:30;124/2020;Doenças infecciosas virais;0,716;R$ 46.837.921,78;R$ 459.884,73;14.240;José Carlos da Silva Corona;5;R$ 1.084.829,95;R$ 0,00;Sim;Máscara de proteção facial;-;12/02/2021 08:11;-
Manoel Ribas;07/04/2020 16:30;124/2020;Doenças infecciosas virais;0,716;R$ 46.837.921,78;R$ 459.884,73;14.240;José Carlos da Silva Corona;5;R$ 1.084.829,95;R$ 0,00;Sim;Cesta Básica;225;14/05/2021 14:33;21/12/2021 09:00
Manoel Ribas;07/04/2020 16:30;124/2020;Doenças infecciosas virais;0,716;R$ 46.837.921,78;R$ 459.884,73;14.240;José Carlos da Silva Corona;5;R$ 1.084.829,95;R$ 0,00;Sim;Cobertor;150;10/06/2022 10:27;13/06/2022 10:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;25/05/2020 08:11;01/06/2020 10:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;300;30/06/2020 14:57;01/07/2020 14:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;150;10/08/2020 08:06;28/08/2020 08:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;02/10/2020 15:28;30/10/2020 09:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;04/03/2021 15:26;24/03/2021 11:58
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;28/04/2021 10:03;13/05/2021 16:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;100;09/06/2021 13:24;17/12/2021 09:00
Ribeirão Claro;07/04/2020 15:50;217/2020;Doenças infecciosas virais;0,716;R$ 46.997.763,37;R$ 459.749,19;12.364;JOÃO CARLOS BONATO;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;200;26/01/2022 08:49;15/02/2022 09:00
Guarapuava;07/04/2020 14:48;107/2020;Doenças infecciosas virais;0,731;R$ 549.726.155,14;R$ 7.515.223,42;182.093;CELSO FERNANDO GÓES;179;R$ 0,00;R$ 0,00;Sim;Cesta Básica;300;03/03/2021 15:04;09/03/2021 11:10
Guarapuava;07/04/2020 14:48;107/2020;Doenças infecciosas virais;0,731;R$ 549.726.155,14;R$ 7.515.223,42;182.093;CELSO FERNANDO GÓES;179;R$ 0,00;R$ 0,00;Sim;Kit Higiene;-;03/03/2021 15:04;-
Toledo;07/04/2020 14:00;125/2020;Doenças infecciosas virais;0,768;R$ 562.889.946,41;R$ 6.783.260,72;150.470;Luis Adalberto Beto Lunitti Pagnussatt;69;R$ 0,00;R$ 0,00;Sim;Cesta Básica;40;30/04/2020 14:25;04/05/2020 15:00
Barracão;07/04/2020 10:00;177/2020;Doenças infecciosas virais;0,706;R$ 37.551.803,24;R$ 268.142,20;9.759;Jorge Luiz Santin;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;630;08/06/2021 15:37;15/02/2022 09:00
Quitandinha;07/04/2020 10:00;121/2020;Doenças infecciosas virais;0,68;R$ 59.607.543,44;R$ 450.834,35;18.398;JOSÉ RIBEIRO DE MOURA;13;R$ 0,00;R$ 0,00;Não;-;-;-;-
Bela Vista da Caroba;07/04/2020 08:00;441/2020;Doenças infecciosas virais;0,681;R$ 16.931.207,34;R$ 93.954,90;4.031;GELSON MAFFI;54;R$ 0,00;R$ 0,00;Sim;Cesta Básica;225;25/05/2021 13:16;16/02/2022 09:00
Cianorte;07/04/2020 08:00;102/2020;Doenças infecciosas virais;0,755;R$ 314.316.635,45;R$ 2.687.418,46;79.527;MARCO ANTONIO FRANZATO;62;R$ 0,00;R$ 0,00;Sim;Cesta Básica;225;12/03/2021 11:11;20/12/2021 09:00
Cianorte;07/04/2020 08:00;102/2020;Doenças infecciosas virais;0,755;R$ 314.316.635,45;R$ 2.687.418,46;79.527;MARCO ANTONIO FRANZATO;62;R$ 0,00;R$ 0,00;Sim;Máscara de proteção facial;-;12/03/2021 11:22;-
General Carneiro;06/04/2020 14:25;234/2020;Doenças infecciosas virais;0,652;R$ 36.351.409,25;R$ 357.997,04;11.062;Joel Ricardo Martins Ferreira;2;R$ 0,00;R$ 0,00;Sim;Cesta Básica;50;15/06/2020 15:07;13/07/2020 09:00
Cruzeiro do Iguaçu;06/04/2020 13:20;205/2020;Doenças infecciosas virais;0,709;R$ 23.695.147,49;R$ 154.841,42;4.133;LEONIR ANTÔNIO GELHEN;2;R$ 0,00;R$ 0,00;Não;-;-;-;-
Centenário do Sul;06/04/2020 10:00;176/2020;Doenças infecciosas virais;0,668;R$ 35.452.736,57;R$ 276.119,65;10.832;Melquiades Tavian Junior;68;R$ 0,00;R$ 0,00;Sim;Cesta Básica;330;18/05/2020 10:15;01/06/2020 11:00
Centenário do Sul;06/04/2020 10:00;176/2020;Doenças infecciosas virais;0,668;R$ 35.452.736,57;R$ 276.119,65;10.832;Melquiades Tavian Junior;68;R$ 0,00;R$ 0,00;Sim;Cesta Básica;135;30/03/2021 11:46;07/12/2021 09:00
Realeza;06/04/2020 09:57;248/2020;Doenças infecciosas virais;0,722;R$ 59.821.841,45;R$ 685.721,09;19.247;PAULO CEZAR CASARIL;27;R$ 0,00;R$ 0,00;Sim;Cesta Básica;200;15/04/2021 16:43;07/05/2021 15:00
Campo Mourão;06/04/2020 09:53;154/2020;Doenças infecciosas virais;0,757;R$ 373.242.888,22;R$ 4.587.663,74;99.432;Tauillo Tezelli;90;R$ 8.297.210,75;R$ 117.900,00;Sim;Cesta Básica;1000;13/05/2020 12:05;18/05/2020 17:00
Campo Mourão;06/04/2020 09:53;154/2020;Doenças infecciosas virais;0,757;R$ 373.242.888,22;R$ 4.587.663,74;99.432;Tauillo Tezelli;90;R$ 8.297.210,75;R$ 117.900,00;Sim;Cesta Básica;300;01/10/2020 15:53;06/10/2020 08:00
Campo Mourão;06/04/2020 09:53;154/2020;Doenças infecciosas virais;0,757;R$ 373.242.888,22;R$ 4.587.663,74;99.432;Tauillo Tezelli;90;R$ 8.297.210,75;R$ 117.900,00;Sim;Cesta Básica;500;25/01/2021 15:49;29/01/2021 09:00
Campo Mourão;06/04/2020 09:53;154/2020;Doenças infecciosas virais;0,757;R$ 373.242.888,22;R$ 4.587.663,74;99.432;Tauillo Tezelli;90;R$ 8.297.210,75;R$ 117.900,00;Sim;Cesta Básica;225;12/03/2021 10:19;13/12/2021 09:00
Alvorada do Sul;06/04/2020 08:00;198/2020;Doenças infecciosas virais;0,708;R$ 42.999.243,91;R$ 361.750,61;10.326;Marcos Antonio Voltarelli;25;R$ 60.000,00;R$ 0,00;Sim;Cesta Básica;50;28/05/2020 19:26;04/06/2020 10:00
Alvorada do Sul;06/04/2020 08:00;198/2020;Doenças infecciosas virais;0,708;R$ 42.999.243,91;R$ 361.750,61;10.326;Marcos Antonio Voltarelli;25;R$ 60.000,00;R$ 0,00;Sim;Cesta Básica;60;11/03/2021 10:20;25/03/2021 11:50
Alvorada do Sul;06/04/2020 08:00;198/2020;Doenças infecciosas virais;0,708;R$ 42.999.243,91;R$ 361.750,61;10.326;Marcos Antonio Voltarelli;25;R$ 60.000,00;R$ 0,00;Sim;Cesta Básica;100;31/03/2021 16:26;21/12/2021 09:00
Primeiro de Maio;05/04/2020 17:35;99/2020;Doenças infecciosas virais;0,701;R$ 39.851.679,73;R$ 370.683,57;10.082;Bruna de Oliveira Casanova;7;R$ 0,00;R$ 0,00;Não;-;-;-;-
Sertaneja;04/04/2020 16:00;139/2020;Doenças infecciosas virais;0,725;R$ 34.988.139,59;R$ 345.432,86;5.616;Jamison Donizete da Silva;1;R$ 32.085,31;R$ 0,00;Sim;Cesta Básica;200;04/06/2020 15:19;10/06/2020 14:00
Sertaneja;04/04/2020 16:00;139/2020;Doenças infecciosas virais;0,725;R$ 34.988.139,59;R$ 345.432,86;5.616;Jamison Donizete da Silva;1;R$ 32.085,31;R$ 0,00;Sim;Cesta Básica;300;28/07/2020 08:07;11/08/2020 14:00
Sertaneja;04/04/2020 16:00;139/2020;Doenças infecciosas virais;0,725;R$ 34.988.139,59;R$ 345.432,86;5.616;Jamison Donizete da Silva;1;R$ 32.085,31;R$ 0,00;Sim;Cesta Básica;150;08/04/2021 10:33;13/05/2021 11:00
Sertaneja;04/04/2020 16:00;139/2020;Doenças infecciosas virais;0,725;R$ 34.988.139,59;R$ 345.432,86;5.616;Jamison Donizete da Silva;1;R$ 32.085,31;R$ 0,00;Sim;Cesta Básica;135;24/06/2021 14:54;20/12/2021 09:00
Sertaneja;04/04/2020 16:00;139/2020;Doenças infecciosas virais;0,725;R$ 34.988.139,59;R$ 345.432,86;5.616;Jamison Donizete da Silva;1;R$ 32.085,31;R$ 0,00;Sim;Cesta Básica;200;14/03/2022 16:21;07/03/2023 10:00
Guaraniaçu;04/04/2020 13:00;146/2020;Doenças infecciosas virais;0,677;R$ 51.571.659,04;R$ 471.308,59;13.735;Osmario de Lima Portela;164;R$ 0,00;R$ 0,00;Sim;Cobertor;150;30/05/2022 07:44;13/06/2022 10:00
Pinhão;03/04/2020 20:30;98/2020;Doenças infecciosas virais;0,654;R$ 111.164.218,08;R$ 1.563.227,06;29.886;Valdecir Biasebetti;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;200;26/05/2020 15:52;03/06/2020 15:00
Pinhão;03/04/2020 20:30;98/2020;Doenças infecciosas virais;0,654;R$ 111.164.218,08;R$ 1.563.227,06;29.886;Valdecir Biasebetti;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;180;25/03/2021 15:05;09/12/2021 09:00
Lapa;03/04/2020 17:30;114/2020;Doenças infecciosas virais;0,706;R$ 167.843.693,83;R$ 2.026.467,03;45.003;DIEGO TIMBIRUSSU RIBAS;2;R$ 0,00;R$ 0,00;Não;-;-;-;-
Campina Grande do Sul;03/04/2020 17:00;115/2020;Doenças infecciosas virais;0,718;R$ 174.210.373,56;R$ 1.745.772,50;47.799;Bihl Elerian Zanetti;1;R$ 1.394.284,67;R$ 0,00;Sim;Cesta Básica;600;05/05/2020 08:55;08/05/2020 17:00
Campina Grande do Sul;03/04/2020 17:00;115/2020;Doenças infecciosas virais;0,718;R$ 174.210.373,56;R$ 1.745.772,50;47.799;Bihl Elerian Zanetti;1;R$ 1.394.284,67;R$ 0,00;Sim;Alcool gel 70% (unidade);3000;18/05/2020 09:48;05/06/2020 09:00
Campina Grande do Sul;03/04/2020 17:00;115/2020;Doenças infecciosas virais;0,718;R$ 174.210.373,56;R$ 1.745.772,50;47.799;Bihl Elerian Zanetti;1;R$ 1.394.284,67;R$ 0,00;Sim;Máscara N95;-;18/05/2020 09:48;-
Campina Grande do Sul;03/04/2020 17:00;115/2020;Doenças infecciosas virais;0,718;R$ 174.210.373,56;R$ 1.745.772,50;47.799;Bihl Elerian Zanetti;1;R$ 1.394.284,67;R$ 0,00;Sim;Cesta Básica;800;31/01/2022 15:59;07/02/2022 09:00
Chopinzinho;03/04/2020 16:00;110/2020;Doenças infecciosas virais;0,74;R$ 96.262.010,86;R$ 847.239,63;21.079;EDSON LUIZ CENCI;9;R$ 214.944,00;R$ 0,00;Sim;Cesta Básica;75;19/04/2021 13:39;07/05/2021 14:00
Chopinzinho;03/04/2020 16:00;110/2020;Doenças infecciosas virais;0,74;R$ 96.262.010,86;R$ 847.239,63;21.079;EDSON LUIZ CENCI;9;R$ 214.944,00;R$ 0,00;Sim;Cobertor;150;30/05/2022 10:01;13/06/2022 10:00
Piraquara;03/04/2020 15:00;111/2020;Doenças infecciosas virais;0,70;R$ 244.276.358,94;R$ 1.396.343,21;118.730;JOSIMAR APARECIDO KNUPP FRÓES;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;1670;04/05/2020 11:49;11/05/2020 08:00
Mallet;03/04/2020 13:00;188/2020;Doenças infecciosas virais;0,708;R$ 45.095.724,59;R$ 694.572,53;13.428;Moacir Alfredo Szinvelski;2;R$ 0,00;R$ 0,00;Sim;Cobertor;150;10/06/2022 10:16;13/06/2022 10:00
Campo Magro;03/04/2020 09:00;204/2020;Doenças infecciosas virais;0,701;R$ 86.683.743,71;R$ 502.213,01;29.879;Claudio Cesar Casagrande;520;R$ 0,00;R$ 0,00;Não;-;-;-;-
Enéas Marques;03/04/2020 09:00;277/2020;Doenças infecciosas virais;0,752;R$ 26.634.937,39;R$ 244.615,45;5.999;EDSON LUPATINI;75;R$ 0,00;R$ 0,00;Não;-;-;-;-
Cruzeiro do Oeste;02/04/2020 20:30;393/2020;Doenças infecciosas virais;0,717;R$ 73.507.777,57;R$ 832.110,60;23.831;MARIA HELENA BERTOCO RODRIGUES;170;R$ 60.000,00;R$ 0,00;Sim;Cesta Básica;170;09/07/2020 10:49;14/07/2020 14:00
Cruzeiro do Oeste;02/04/2020 20:30;393/2020;Doenças infecciosas virais;0,717;R$ 73.507.777,57;R$ 832.110,60;23.831;MARIA HELENA BERTOCO RODRIGUES;170;R$ 60.000,00;R$ 0,00;Sim;Cesta Básica;135;23/03/2021 17:11;07/12/2021 09:00
Paranaguá;02/04/2020 13:00;119/2020;Doenças infecciosas virais;0,75;R$ 579.861.899,10;R$ 12.069.502,66;145.829;Marcelo Elias Roque;18;R$ 13.946.813,37;R$ 0,00;Não;-;-;-;-
Mandirituba;02/04/2020 08:00;97/2020;Doenças infecciosas virais;0,655;R$ 71.185.605,97;R$ 607.967,13;27.434;Luis Antonio Biscaia;49;R$ 0,00;R$ 0,00;Sim;Cobertor;150;13/06/2022 12:58;13/06/2022 10:00
Leópolis;02/04/2020 00:00;160/2020;Doenças infecciosas virais;0,707;R$ 20.644.520,41;R$ 187.857,34;3.752;Alessandro Ribeiro;3;R$ 0,00;R$ 0,00;Sim;Cesta Básica;350;11/05/2020 16:49;19/05/2020 14:00
Leópolis;02/04/2020 00:00;160/2020;Doenças infecciosas virais;0,707;R$ 20.644.520,41;R$ 187.857,34;3.752;Alessandro Ribeiro;3;R$ 0,00;R$ 0,00;Sim;Cesta Básica;135;05/04/2021 08:46;03/12/2021 09:00
Cornélio Procópio;01/04/2020 17:30;136/2020;Doenças infecciosas virais;0,759;R$ 152.039.781,17;R$ 1.749.595,77;45.206;Amin José Hannouche;72;R$ 1.500.000,00;R$ 0,00;Sim;Cesta Básica;180;02/07/2021 14:12;17/12/2021 09:00
Verê;01/04/2020 17:30;93/2020;Doenças infecciosas virais;0,72;R$ 31.576.459,40;R$ 417.674,47;7.932;Ademilso Rosin;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;60;20/04/2021 14:53;07/05/2021 10:00
Verê;01/04/2020 17:30;93/2020;Doenças infecciosas virais;0,72;R$ 31.576.459,40;R$ 417.674,47;7.932;Ademilso Rosin;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;60;18/06/2021 08:59;09/12/2021 09:00
Rolândia;01/04/2020 12:31;130/2020;Doenças infecciosas virais;0,739;R$ 215.649.876,66;R$ 3.083.963,83;71.670;Ailton Aparecido Maistro;3;R$ 457.717,05;R$ 0,00;Sim;Cesta Básica;50;25/05/2020 16:49;02/06/2020 14:00
Rolândia;01/04/2020 12:31;130/2020;Doenças infecciosas virais;0,739;R$ 215.649.876,66;R$ 3.083.963,83;71.670;Ailton Aparecido Maistro;3;R$ 457.717,05;R$ 0,00;Sim;Cesta Básica;135;31/03/2021 15:37;08/12/2021 09:00
Fazenda Rio Grande;01/04/2020 09:00;128/2020;Doenças infecciosas virais;0,72;R$ 273.678.888,20;R$ 2.771.416,38;148.873;MARCO ANTONIO MARCONDES SILVA;10;R$ 0,00;R$ 0,00;Não;-;-;-;-
Tapejara;31/03/2020 17:30;109/2020;Doenças infecciosas virais;0,703;R$ 63.775.657,72;R$ 519.602,90;15.869;Rodrigo de Oliveira Souza Koike;61;R$ 142.875,20;R$ 0,00;Sim;Cesta Básica;200;23/07/2020 13:29;28/07/2020 14:00
Tapejara;31/03/2020 17:30;109/2020;Doenças infecciosas virais;0,703;R$ 63.775.657,72;R$ 519.602,90;15.869;Rodrigo de Oliveira Souza Koike;61;R$ 142.875,20;R$ 0,00;Sim;Cesta Básica;200;03/03/2021 11:15;26/03/2021 15:00
Santa Helena;31/03/2020 16:00;95/2020;Doenças infecciosas virais;0,744;R$ 248.848.136,74;R$ 1.208.950,47;25.492;Evandro MIguel Grade;581;R$ 603.841,97;R$ 0,00;Não;-;-;-;-
Francisco Beltrão;31/03/2020 12:00;150/2020;Doenças infecciosas virais;0,774;R$ 330.457.063,95;R$ 3.193.226,64;96.666;Cleber Fontana;1;R$ 0,00;R$ 0,00;Não;-;-;-;-
Matinhos;30/03/2020 14:30;141/2020;Doenças infecciosas virais;0,743;R$ 179.799.681,64;R$ 822.622,78;39.259;José Carlos do Espirito Santo;3;R$ 0,00;R$ 0,00;Não;-;-;-;-
Castro;29/03/2020 17:30;140/2020;Doenças infecciosas virais;0,703;R$ 238.543.318,85;R$ 3.291.752,54;73.044;Alvaro Telles;36;R$ 50.328,00;R$ 0,00;Sim;Cesta Básica;200;10/03/2021 08:54;01/04/2021 17:00
Contenda;29/03/2020 17:30;101/2020;Doenças infecciosas virais;0,681;R$ 56.415.861,06;R$ 450.057,53;19.128;ANTONIO ADAMIR DIGNER;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;200;03/03/2021 10:16;10/03/2021 14:00
Contenda;29/03/2020 17:30;101/2020;Doenças infecciosas virais;0,681;R$ 56.415.861,06;R$ 450.057,53;19.128;ANTONIO ADAMIR DIGNER;1;R$ 0,00;R$ 0,00;Sim;Cesta Básica;180;19/04/2021 09:04;07/12/2021 09:00
Medianeira;29/03/2020 17:30;91/2020;Doenças infecciosas virais;0,763;R$ 172.075.357,86;R$ 2.067.383,23;54.369;ANTONIO FRANÇA BENJAMIM;25;R$ 1.844.280,65;R$ 0,00;Sim;Cobertor;150;27/06/2022 08:17;04/07/2022 11:00
São José dos Pinhais;29/03/2020 16:45;79/2020;Doenças infecciosas virais;0,758;R$ 1.067.296.738,22;R$ 21.975.611,64;329.222;MARGARIDA MARIA SINGER;108;R$ 2.175.890,00;R$ 0,00;Sim;Cesta Básica;1000;14/04/2021 12:07;07/05/2021 15:00
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Cesta Básica;50;07/05/2020 13:30;08/05/2020 15:00
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Cesta Básica;550;27/05/2020 12:48;05/06/2020 11:00
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Alcool gel 70% (unidade);-;27/01/2021 09:36;-
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Cesta Básica;800;27/01/2021 09:36;29/01/2021 09:10
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Máscara de proteção facial;-;27/01/2021 09:36;-
Goioerê;29/03/2020 09:00;174/2020;Doenças infecciosas virais;0,731;R$ 94.151.256,44;R$ 1.019.366,77;28.437;Roberto dos Reis de Lima;16;R$ 538,08;R$ 0,00;Sim;Cesta Básica;135;27/08/2021 16:30;03/12/2021 15:00
Cambé;27/03/2020 16:32;100/2020;Doenças infecciosas virais;0,734;R$ 310.337.967,01;R$ 4.649.742,25;107.208;CONRADO ANGELO SCHELLER;817;R$ 1.020.601,79;R$ 0,00;Sim;Cesta Básica;500;08/07/2020 15:54;09/07/2020 00:00
Cambé;27/03/2020 16:32;100/2020;Doenças infecciosas virais;0,734;R$ 310.337.967,01;R$ 4.649.742,25;107.208;CONRADO ANGELO SCHELLER;817;R$ 1.020.601,79;R$ 0,00;Sim;Cesta Básica;200;27/10/2020 17:38;12/11/2020 14:00
Cambé;27/03/2020 16:32;100/2020;Doenças infecciosas virais;0,734;R$ 310.337.967,01;R$ 4.649.742,25;107.208;CONRADO ANGELO SCHELLER;817;R$ 1.020.601,79;R$ 0,00;Sim;Cesta Básica;180;17/03/2021 12:48;16/12/2021 09:00
Umuarama;27/03/2020 15:44;112/2020;Doenças infecciosas virais;0,761;R$ 411.396.190,08;R$ 3.671.606,77;117.095;HERMES PIMENTEL DA SILVA;129;R$ 305.761,28;R$ 0,00;Sim;Cesta Básica;250;17/07/2020 14:19;28/07/2020 18:00
Umuarama;27/03/2020 15:44;112/2020;Doenças infecciosas virais;0,761;R$ 411.396.190,08;R$ 3.671.606,77;117.095;HERMES PIMENTEL DA SILVA;129;R$ 305.761,28;R$ 0,00;Sim;Cesta Básica;225;16/03/2021 08:38;07/12/2021 09:00
Teixeira Soares;27/03/2020 09:30;195/2020;Doenças infecciosas virais;0,671;R$ 44.016.142,55;R$ 529.185,15;9.547;Lucinei Carlos Thomaz;25;R$ 5.750,00;R$ 0,00;Sim;Cesta Básica;300;18/05/2020 13:38;21/05/2020 15:00
Teixeira Soares;27/03/2020 09:30;195/2020;Doenças infecciosas virais;0,671;R$ 44.016.142,55;R$ 529.185,15;9.547;Lucinei Carlos Thomaz;25;R$ 5.750,00;R$ 0,00;Sim;Cesta Básica;100;05/10/2020 15:14;09/10/2020 10:00
Teixeira Soares;27/03/2020 09:30;195/2020;Doenças infecciosas virais;0,671;R$ 44.016.142,55;R$ 529.185,15;9.547;Lucinei Carlos Thomaz;25;R$ 5.750,00;R$ 0,00;Sim;Cesta Básica;-;30/10/2020 16:56;-
Teixeira Soares;27/03/2020 09:30;195/2020;Doenças infecciosas virais;0,671;R$ 44.016.142,55;R$ 529.185,15;9.547;Lucinei Carlos Thomaz;25;R$ 5.750,00;R$ 0,00;Sim;Cesta Básica;135;30/03/2021 10:32;09/12/2021 09:00
Teixeira Soares;27/03/2020 09:30;195/2020;Doenças infecciosas virais;0,671;R$ 44.016.142,55;R$ 529.185,15;9.547;Lucinei Carlos Thomaz;25;R$ 5.750,00;R$ 0,00;Sim;Cobertor;150;20/05/2022 10:30;08/06/2022 11:30
Vitorino;24/03/2020 09:00;65/2020;Doenças infecciosas virais;0,702;R$ 28.962.261,29;R$ 444.073,90;9.706;MARCIANO VOTTRI;11;R$ 9.850,63;R$ 135.000,00;Sim;Cesta Básica;100;18/03/2021 11:24;12/05/2021 10:00
Vitorino;24/03/2020 09:00;65/2020;Doenças infecciosas virais;0,702;R$ 28.962.261,29;R$ 444.073,90;9.706;MARCIANO VOTTRI;11;R$ 9.850,63;R$ 135.000,00;Sim;Cesta Básica;180;26/10/2021 16:53;09/12/2021 09:00
Vitorino;24/03/2020 09:00;65/2020;Doenças infecciosas virais;0,702;R$ 28.962.261,29;R$ 444.073,90;9.706;MARCIANO VOTTRI;11;R$ 9.850,63;R$ 135.000,00;Sim;Cobertor;150;10/06/2022 11:19;13/06/2022 10:00
Paranavaí;23/03/2020 17:30;113/2020;Doenças infecciosas virais;0,763;R$ 268.327.382,16;R$ 2.747.724,06;91.950;Carlos Henrique Rossato Gomes;8;R$ 0,00;R$ 0,00;Sim;Cesta Básica;200;29/03/2021 17:02;13/05/2021 14:00
Telêmaco Borba;23/03/2020 17:30;89/2020;Doenças infecciosas virais;0,734;R$ 268.634.445,63;R$ 4.222.197,00;75.042;Márcio Artur De Matos;59;R$ 184.345,30;R$ 12.336.645,80;Sim;Cesta Básica;180;31/03/2021 15:35;17/12/2021 09:00
Altônia;23/03/2020 08:00;303/2020;Doenças infecciosas virais;0,721;R$ 61.420.985,80;R$ 418.963,34;18.738;Claudenir Gervasone;87;R$ 56.724,00;R$ 0,00;Sim;Cesta Básica;200;10/03/2021 15:40;15/03/2021 10:00
Altônia;23/03/2020 08:00;303/2020;Doenças infecciosas virais;0,721;R$ 61.420.985,80;R$ 418.963,34;18.738;Claudenir Gervasone;87;R$ 56.724,00;R$ 0,00;Sim;Cesta Básica;150;06/12/2021 08:36;10/12/2021 09:00
Cascavel;22/03/2020 21:00;86/2020;Doenças infecciosas virais;0,782;R$ 1.090.077.463,20;R$ 14.155.106,00;348.051;Leonaldo Paranhos da Silva;1.048;R$ 8.380.255,68;R$ 0,00;Sim;Cesta Básica;300;23/06/2020 17:21;02/07/2020 14:00
Cascavel;22/03/2020 21:00;86/2020;Doenças infecciosas virais;0,782;R$ 1.090.077.463,20;R$ 14.155.106,00;348.051;Leonaldo Paranhos da Silva;1.048;R$ 8.380.255,68;R$ 0,00;Sim;Cesta Básica;150;17/07/2020 09:47;30/07/2020 07:00
Cascavel;22/03/2020 21:00;86/2020;Doenças infecciosas virais;0,782;R$ 1.090.077.463,20;R$ 14.155.106,00;348.051;Leonaldo Paranhos da Silva;1.048;R$ 8.380.255,68;R$ 0,00;Sim;Colchão Solteiro;32;17/07/2020 09:47;20/07/2020 08:00
Cascavel;22/03/2020 21:00;86/2020;Doenças infecciosas virais;0,782;R$ 1.090.077.463,20;R$ 14.155.106,00;348.051;Leonaldo Paranhos da Silva;1.048;R$ 8.380.255,68;R$ 0,00;Sim;Kit Dormitório-(1 cobertor solteiro, 1 lençol solteiro, 1 fronha e 1 travesseiro);32;17/07/2020 09:47;20/07/2020 08:00
